epoch,lr,loss,iou,val_loss,val_iou,val_dice
0,0.0001,1.0309535350118364,0.29487813371461014,1.113477042743138,2.0813402812794838e-10,4.16268055991157e-10
1,0.0001,0.9466193857647124,0.40760730759512415,1.0798388038362776,2.0817220399872097e-10,4.163444077325539e-10
2,0.0001,0.8985360605376107,0.4647842713106338,1.039650485629127,2.0817220399872097e-10,4.163444077325539e-10
3,0.0001,0.8783133285386222,0.4837157771633765,0.9493532861982074,0.4042848114081452,0.5742335599331169
4,0.0001,0.8621659818149748,0.49234477066984905,0.953116774559021,0.37349581124493225,0.5406039244177678
5,0.0001,0.8444287890479678,0.525971948012119,0.9250703368868146,0.41398777267298187,0.5810395393034453
6,0.0001,0.8392036869412377,0.5178808426576043,0.9599945772261846,0.36580114412881165,0.5320049418991233
7,0.0001,0.8302240655535743,0.5217315100965585,0.9095022167478289,0.43263063296435017,0.5994959713646488
8,0.0001,0.833907201176598,0.5065927592502848,0.9090037147204081,0.39770493599400264,0.5670400481818115
9,0.0001,0.807165284951528,0.5534415269101493,0.9330363273620605,0.39692337523813687,0.5646964866533345
10,0.0001,0.809870978196462,0.5386985521367249,0.8963585240500314,0.4580322910551972,0.623704744400756
11,0.0001,0.7982686445826576,0.5575800894271149,0.9492454415275937,0.3482747422796323,0.5125392307526174
12,0.0001,0.7955943970453172,0.5475733413189138,0.9704017355328515,0.3261809071588746,0.4890334448571037
13,0.0001,0.7868525811604091,0.5575650131516918,0.9013699576968238,0.41941648590481506,0.5854202221987759
14,0.0001,0.7819375055176871,0.5579040047801276,0.8650642406372797,0.4554415001604519,0.6192566904357708
15,0.0001,0.78191986538115,0.5609996498892195,0.9176989339646839,0.36226520605670437,0.5273640062628635
16,0.0001,0.7653405893416632,0.5773975001225777,0.8755358571097964,0.444056992914483,0.6089020428757477
17,0.0001,0.7850798481986636,0.5263365354321002,0.8869286690439496,0.42639621860042287,0.5940056336289774
18,0.0001,0.7651825093087696,0.5687956942661354,0.8699010724113101,0.4582760417897339,0.6220724668256856
19,0.0001,0.7607733493759519,0.5693227311542641,0.8207559301739648,0.5401597961341287,0.6968454776165655
20,0.0001,0.7536498677162897,0.5864932238676673,0.8148746774310157,0.4986230821206633,0.6618177380231217
21,0.0001,0.7463402038528806,0.5756862744068004,0.8464722008932204,0.47056981301126266,0.6328070410641492
22,0.0001,0.7483776268504915,0.5736388000276695,0.8534085069383893,0.4623355779751247,0.6265722758040764
23,0.0001,0.7434828735533214,0.5839665175916023,0.8850380068733579,0.39567180285458375,0.5646913658811618
24,0.0001,0.7336274981498718,0.5891797050800553,0.8431651649020967,0.462879685841841,0.6293250348047292
25,0.0001,0.7268079263823373,0.5996239632685159,0.7966386647451491,0.5100069775845796,0.6694783476148252
26,0.0001,0.7186337681043715,0.6030278325303862,0.7759358230091277,0.5392440225257525,0.6971034512560863
27,0.0001,0.7269126091684613,0.5894351551211873,0.8460154164405096,0.43765640102103065,0.6014728483219047
28,0.0001,0.7117913677578881,0.6137530273072144,0.8193261594999404,0.4710115965195929,0.6356929369370968
29,0.0001,0.7001911089533851,0.6145166112856862,0.8369640168689546,0.4477984849918478,0.6148125997933628
30,0.0001,0.7015231961295718,0.6255192754132468,0.7911190333820525,0.49047954523568277,0.6533795079641576
31,0.0001,0.7054155043193272,0.5934142166293284,0.7999597276960101,0.4977393115122042,0.6595278765657151
32,0.0001,0.6951236611320859,0.6074644093181484,0.755472617489951,0.539389499833279,0.6944956957021334
33,0.0001,0.6942852593603588,0.6021208478414289,0.7459168746357873,0.5361655905520148,0.6924818762083211
34,0.0001,0.6898359258969625,0.6102418803379307,0.8814287469500587,0.4028966183211463,0.5722855020115736
35,0.0001,0.6738813973608471,0.6349292863541633,0.8142243907565162,0.4595298188363279,0.6238796205892649
36,0.0001,0.6794826019377935,0.6200999730841792,0.792553016117641,0.454513025244413,0.6174896066435263
37,0.0001,0.6746660329046703,0.6242732210824756,0.7695589179084414,0.47187185313953267,0.6322924466228712
38,0.0001,0.6742566568510873,0.6109901270823159,0.7493513595490229,0.534850211551417,0.6938284536332924
39,0.0001,0.6653233766555786,0.6328407704236083,0.7266298135121664,0.554453418377227,0.71062444771478
40,0.0001,0.6576364664804368,0.6283153167748119,0.7587366898854574,0.5177347969246459,0.6772734947338631
41,0.0001,0.6575057137580145,0.6293818963055864,0.7573670517830622,0.5191821922242592,0.6783643283625063
42,0.0001,0.6501068870226542,0.6401012390588099,0.8086365347816831,0.43666123987728156,0.6036245928271615
43,0.0001,0.6388628369285947,0.651577910278955,0.7156477315085275,0.5679517866544044,0.7181921938156212
44,0.0001,0.6428983069601513,0.629058539917777,0.7535681582632519,0.49690001924596006,0.6618925989438725
45,0.0001,0.6400558693068368,0.6429645116046168,0.7268901325407482,0.5220534742749801,0.6823815863705708
46,0.0001,0.6277297224317279,0.6571053925375863,0.7563255173819405,0.5046163747612467,0.6651251424546397
47,0.0001,0.6311205568767729,0.6446654623091996,0.7832522136824471,0.47554994367370845,0.6383339983596769
48,0.0001,0.6407336564291091,0.6271124159863918,0.6901646653811137,0.5553661132003668,0.7095376083601875
49,0.0001,0.632754134280341,0.6236448476478356,0.7187048480624244,0.5062146010271477,0.6675070918381794
50,0.0001,0.6236804269608998,0.6449492299272798,0.8234843384651911,0.37390969635068155,0.538609233053535
51,0.0001,0.6266478725842067,0.6320965065711568,0.7251161336898804,0.4915897535312736,0.6538994529410717
52,0.0001,0.6115522640092033,0.6503860478438996,0.7139877421515328,0.517319632989096,0.6735788390353532
53,0.0001,0.6096794349806649,0.6439737991602053,0.7147049989019122,0.5004144309006481,0.6584919597917821
54,0.0001,0.6013673515546889,0.6447684722859763,0.7020733526774815,0.5217643805199544,0.6787747068801762
55,0.0001,0.6003288016432807,0.6501683262570154,0.6858891759599958,0.5312232589494419,0.6896369694019298
56,0.0001,0.5878855671201434,0.6630745970562455,0.7110853138424101,0.5259618081393688,0.6851344821546635
57,0.0001,0.5935018715404329,0.6634355784922962,0.6892998729433332,0.5409745493310467,0.697610418740859
58,0.0001,0.5941913099516005,0.6544776706671458,0.6834154753457933,0.5261988767839286,0.6835991516478863
59,0.0001,0.5906942855744135,0.6436343069942875,0.643257220586141,0.5718329355016635,0.723840436954344
60,0.0001,0.5769054804529462,0.6630513722639745,0.628889486903236,0.6060123187933163,0.751798287579947
61,0.0001,0.5586820940176646,0.6865781967512528,0.659385295141311,0.5627875636714675,0.716391651098206
62,0.0001,0.5537658745334262,0.6946184252669466,0.6619644306954884,0.5572956389702656,0.7110085946290097
63,0.0001,0.5663968792983464,0.6697261831804854,0.6823034655480158,0.5364413507127812,0.6935694274072547
64,0.0001,0.5703940363157363,0.6688468424420564,0.6398753438677106,0.5642242268082384,0.7188952179573765
65,0.0001,0.5574099719524384,0.6678910222339218,0.6764059208688282,0.5351557492021692,0.6913262300089835
